Date,Water Level (meters) - Niveau d'eau (mètres),Discharge (cubic meters per second) - Débit (mètres cubes par seconde)
2024-01-01,0.4068479166666667,261000.0
2024-01-02,0.36840208333333335,261000.0
2024-01-03,0.40618541666666663,261000.0
2024-01-04,0.41428750000000003,261000.0
2024-01-05,0.3961895833333333,261000.0
2024-01-06,0.5088291666666667,262000.0
2024-01-07,0.5280041666666667,262000.0
2024-01-08,0.43068541666666665,262000.0
2024-01-09,0.5001395833333333,262000.0
2024-01-10,0.3628604166666667,262000.0
2024-01-11,0.35262083333333333,262000.0
2024-01-12,0.42397500000000005,262000.0
2024-01-13,0.4327083333333333,263000.0
2024-01-14,0.22126875000000001,263000.0
2024-01-15,0.32537916666666666,263000.0
2024-01-16,0.348275,264000.0
2024-01-17,0.30594375,263000.0
2024-01-18,0.3106770833333333,259000.0
2024-01-19,0.2602604166666667,240000.0
2024-01-20,0.24610625,240000.0
2024-01-21,0.28065625,240000.0
2024-01-22,0.29725208333333336,247000.0
2024-01-23,0.3922625,261000.0
2024-01-24,0.4559083333333333,267000.0
2024-01-25,0.42063124999999996,267000.0
2024-01-26,0.42759791666666663,267000.0
2024-01-27,0.40205,268000.0
2024-01-28,0.3792916666666667,268000.0
2024-01-29,0.36630833333333335,268000.0
2024-01-30,0.4234375,268000.0
2024-01-31,0.3812666666666667,268000.0
2024-02-01,0.3447791666666667,268000.0
2024-02-02,0.37855416666666664,268000.0
2024-02-03,0.38723125,275000.0
2024-02-04,0.38088333333333335,275000.0
2024-02-05,0.38186666666666663,275000.0
2024-02-06,0.394675,276000.0
2024-02-07,0.3544583333333333,275000.0
2024-02-08,0.3728770833333333,275000.0
2024-02-09,0.3746395833333333,275000.0
2024-02-10,0.3666875,276000.0
2024-02-11,0.38639166666666663,276000.0
2024-02-12,0.40840624999999997,276000.0
2024-02-13,0.3888229166666667,276000.0
2024-02-14,0.346875,276000.0
2024-02-15,0.3914604166666667,276000.0
2024-02-16,0.36763541666666666,276000.0
2024-02-17,0.36249791666666664,274000.0
2024-02-18,0.3433229166666667,274000.0
2024-02-19,0.3386729166666667,274000.0
2024-02-20,0.3556625,275000.0
2024-02-21,0.3815145833333334,274000.0
2024-02-22,0.3931895833333333,274000.0
2024-02-23,0.3758208333333333,274000.0
2024-02-24,0.3489729166666667,272000.0
2024-02-25,0.34703124999999996,272000.0
2024-02-26,0.360725,272000.0
2024-02-27,0.3717958333333333,272000.0
2024-02-28,0.3173875,272000.0
2024-02-29,0.308575,272000.0
2024-03-01,0.3858270833333333,272000.0
2024-03-02,0.38235833333333336,272000.0
2024-03-03,0.35455,271000.0
2024-03-04,0.39312500000000006,274000.0
2024-03-05,0.3699145833333333,273000.0
2024-03-06,0.4126458333333333,273000.0
2024-03-07,0.4182416666666667,273000.0
2024-03-08,0.4182708333333333,273000.0
2024-03-09,0.3734166666666667,272000.0
2024-03-10,0.36952708333333334,271000.0
2024-03-11,0.3379625,273000.0
2024-03-12,0.348675,272000.0
2024-03-13,0.3992479166666667,272000.0
2024-03-14,0.3800625,272000.0
2024-03-15,0.3968104166666667,272000.0
2024-03-16,0.4112520833333333,276000.0
2024-03-17,0.39506875,276000.0
2024-03-18,0.35574583333333337,276000.0
2024-03-19,0.3828020833333333,276000.0
2024-03-20,0.3660083333333333,276000.0
2024-03-21,0.31168541666666666,276000.0
2024-03-22,0.44067708333333333,277000.0
2024-03-23,0.5244291666666666,277000.0
2024-03-24,0.44595833333333335,277000.0
2024-03-25,0.5033375,277000.0
2024-03-26,0.5303979166666667,277000.0
2024-03-27,0.49630833333333335,277000.0
2024-03-28,0.4404458333333333,277000.0
2024-03-29,0.44205625000000004,277000.0
2024-03-30,0.4429520833333333,273000.0
2024-03-31,0.44268541666666666,273000.0
2024-04-01,0.445025,273000.0
2024-04-02,0.5015125,273000.0
2024-04-03,0.5968187500000001,273000.0
2024-04-04,0.6792020833333333,273000.0
2024-04-05,0.45976458333333337,273000.0
2024-04-06,0.4679229166666667,274000.0
2024-04-07,0.45204791666666666,274000.0
2024-04-08,0.440425,274000.0
2024-04-09,0.4845770833333333,274000.0
2024-04-10,0.49489791666666666,274000.0
2024-04-11,0.4865729166666667,274000.0
2024-04-12,0.4779291666666667,274000.0
2024-04-13,0.4327833333333333,274000.0
2024-04-14,0.4781416666666667,274000.0
2024-04-15,0.46313125,274000.0
2024-04-16,0.44453125,274000.0
2024-04-17,0.4935875,274000.0
2024-04-18,0.5211770833333333,275000.0
2024-04-19,0.44715,275000.0
2024-04-20,0.4378125,287000.0
2024-04-21,0.4434020833333333,287000.0
2024-04-22,0.48490833333333333,287000.0
2024-04-23,0.4882625,287000.0
2024-04-24,0.5056041666666666,286000.0
2024-04-25,0.5149229166666667,287000.0
2024-04-26,0.5261666666666667,287000.0
2024-04-27,0.5197833333333334,288000.0
2024-04-28,0.5114520833333334,288000.0
2024-04-29,0.5333,288000.0
2024-04-30,0.5670208333333334,288000.0
2024-05-01,0.5081208333333334,288000.0
2024-05-02,0.4941729166666667,288000.0
2024-05-03,0.48720624999999995,287000.0
2024-05-04,0.46810833333333335,285000.0
2024-05-05,0.47220208333333336,285000.0
2024-05-06,0.49407708333333333,285000.0
2024-05-07,0.4808791666666667,285000.0
2024-05-08,0.5175104166666666,285000.0
2024-05-09,0.51109375,285000.0
2024-05-10,0.5110291666666666,285000.0
2024-05-11,0.4848395833333333,283000.0
2024-05-12,0.48005000000000003,283000.0
2024-05-13,0.48819999999999997,283000.0
2024-05-14,0.5183479166666667,283000.0
2024-05-15,0.51813125,283000.0
2024-05-16,0.49477916666666666,283000.0
2024-05-17,0.4668145833333333,283000.0
2024-05-18,0.47251041666666665,281000.0
2024-05-19,0.4777270833333333,282000.0
2024-05-20,0.47507708333333326,282000.0
2024-05-21,0.4946479166666667,282000.0
2024-05-22,0.5232333333333333,282000.0
2024-05-23,0.47555833333333336,282000.0
2024-05-24,0.42901041666666667,281000.0
2024-05-25,0.4762395833333333,281000.0
2024-05-26,0.48833333333333334,281000.0
2024-05-27,0.48369999999999996,281000.0
2024-05-28,0.43688541666666664,281000.0
2024-05-29,0.4986041666666667,281000.0
2024-05-30,0.490625,281000.0
2024-05-31,0.46365208333333335,281000.0
2024-06-01,0.46027708333333334,281000.0
2024-06-02,0.500325,281000.0
2024-06-03,0.47627291666666666,281000.0
2024-06-04,0.4847416666666666,281000.0
2024-06-05,0.5067905982905982,281000.0
2024-06-06,0.5208791666666667,281000.0
2024-06-07,0.5009708333333334,281000.0
2024-06-08,0.46558125,278000.0
2024-06-09,0.48575208333333336,279000.0
2024-06-10,0.47335625,278000.0
2024-06-11,0.47207083333333333,278000.0
2024-06-12,0.4918875,278000.0
2024-06-13,0.48242708333333334,278000.0
2024-06-14,0.5034270833333333,278000.0
2024-06-15,0.50985625,278000.0
2024-06-16,0.49875416666666667,279000.0
2024-06-17,0.5014770833333333,278000.0
2024-06-18,0.5262291666666666,278000.0
2024-06-19,0.4748708333333333,271000.0
2024-06-20,0.5053958333333334,282000.0
2024-06-21,0.5208395833333334,281000.0
2024-06-22,0.5283125,275000.0
2024-06-23,0.5037125,275000.0
2024-06-24,0.5375708333333333,275000.0
2024-06-25,0.5278750000000001,275000.0
2024-06-26,0.5446124999999999,276000.0
2024-06-27,0.5300875,275000.0
2024-06-28,0.5094833333333333,275000.0
2024-06-29,0.5301708333333334,278000.0
2024-06-30,0.5303333333333333,278000.0
2024-07-01,0.5514145833333334,279000.0
2024-07-02,0.5401729166666667,278000.0
2024-07-03,0.5470458333333333,278000.0
2024-07-04,0.5070666666666667,278000.0
2024-07-05,0.545425,278000.0
2024-07-06,0.5680541666666666,278000.0
2024-07-07,0.5519958333333334,279000.0
2024-07-08,0.5516875,278000.0
2024-07-09,0.5305229166666667,280000.0
2024-07-10,0.5742854166666667,279000.0
2024-07-11,0.58815625,279000.0
2024-07-12,0.6020041666666667,279000.0
2024-07-13,0.5735416666666667,281000.0
2024-07-14,0.5371062500000001,282000.0
2024-07-15,0.5599354166666667,282000.0
2024-07-16,0.5946895833333332,282000.0
2024-07-17,0.5668729166666666,282000.0
2024-07-18,0.5455479166666667,282000.0
2024-07-19,0.5492729166666667,282000.0
2024-07-20,0.5425541666666667,291000.0
2024-07-21,0.5955875,291000.0
2024-07-22,0.5900083333333334,291000.0
2024-07-23,0.6064979166666666,291000.0
2024-07-24,0.6237999999999999,291000.0
2024-07-25,0.5823229166666667,291000.0
2024-07-26,0.565425,291000.0
2024-07-27,0.53871875,287000.0
2024-07-28,0.51223125,287000.0
2024-07-29,0.5465020833333334,287000.0
2024-07-30,0.54573125,287000.0
2024-07-31,0.56370625,287000.0
2024-08-01,0.5496812500000001,287000.0
2024-08-02,0.5789041666666666,286000.0
2024-08-03,0.5406,281000.0
2024-08-04,0.5231979166666667,281000.0
2024-08-05,0.54773125,281000.0
2024-08-06,0.55065,281000.0
2024-08-07,0.5402875,281000.0
2024-08-08,0.5553895833333333,281000.0
2024-08-09,0.5979479166666667,280000.0
2024-08-10,0.5861625,276000.0
2024-08-11,0.5857395833333333,276000.0
2024-08-12,0.5422645833333334,276000.0
2024-08-13,0.5184229166666667,277000.0
2024-08-14,0.49752083333333336,276000.0
2024-08-15,0.522425,276000.0
2024-08-16,0.5233125,277000.0
2024-08-17,0.5387333333333334,276000.0
2024-08-18,0.5340062500000001,277000.0
2024-08-19,0.5293583333333334,277000.0
2024-08-20,0.5398770833333334,277000.0
2024-08-21,0.5557083333333334,276000.0
2024-08-22,0.55284375,277000.0
2024-08-23,0.54429375,277000.0
2024-08-24,0.53515,276000.0
2024-08-25,0.5391083333333333,276000.0
2024-08-26,0.5361104166666667,276000.0
2024-08-27,0.50379375,276000.0
2024-08-28,0.49725625,276000.0
2024-08-29,0.5529020833333333,276000.0
2024-08-30,0.5240291666666667,276000.0
2024-08-31,0.50275,276000.0
2024-09-01,0.5007833333333334,276000.0
2024-09-02,0.5180416666666666,276000.0
2024-09-03,0.49895,276000.0
2024-09-04,0.4354854166666667,256000.0
2024-09-05,0.5092666666666666,277000.0
2024-09-06,0.5065833333333333,275000.0
2024-09-07,0.4862166666666667,268000.0
2024-09-08,0.47062708333333336,268000.0
2024-09-09,0.50346875,268000.0
2024-09-10,0.5014083333333333,268000.0
2024-09-11,0.47203124999999996,268000.0
2024-09-12,0.47201041666666665,268000.0
2024-09-13,0.47751249999999995,268000.0
2024-09-14,0.48813125,268000.0
2024-09-15,0.49538125000000005,269000.0
2024-09-16,0.4954604166666667,268000.0
2024-09-17,0.5067708333333333,268000.0
2024-09-18,0.490475,268000.0
2024-09-19,0.48295625,268000.0
2024-09-20,0.5162875,268000.0
2024-09-21,0.49429791666666667,265000.0
2024-09-22,0.48910625,266000.0
2024-09-23,0.48015,266000.0
2024-09-24,0.46325000000000005,257000.0
2024-09-25,0.49180416666666665,265000.0
2024-09-26,0.45587083333333334,265000.0
2024-09-27,0.4722854166666667,265000.0
2024-09-28,0.49288125,262000.0
2024-09-29,0.46214375,262000.0
2024-09-30,0.48214999999999997,262000.0
2024-10-01,0.5084291666666667,262000.0
2024-10-02,0.49855208333333334,262000.0
2024-10-03,0.4686083333333333,262000.0
2024-10-04,0.4458770833333333,262000.0
2024-10-05,0.44792499999999996,260000.0
2024-10-06,0.49505,260000.0
2024-10-07,0.47488541666666667,260000.0
2024-10-08,0.4564291666666667,260000.0
2024-10-09,0.46025208333333334,260000.0
2024-10-10,0.45894375000000004,260000.0
2024-10-11,0.4269354166666667,260000.0
2024-10-12,0.3822,255000.0
2024-10-13,0.4600625,255000.0
2024-10-14,0.46750416666666667,255000.0
2024-10-15,0.4096666666666667,255000.0
2024-10-16,0.4067395833333333,255000.0
2024-10-17,0.4365479166666667,255000.0
2024-10-18,0.43509166666666665,254000.0
2024-10-19,0.4139875,250000.0
2024-10-20,0.3716770833333333,250000.0
2024-10-21,0.39541875,250000.0
2024-10-22,0.4367354166666667,251000.0
2024-10-23,0.38852291666666666,251000.0
2024-10-24,0.39357291666666666,250000.0
2024-10-25,0.41530833333333333,250000.0
2024-10-26,0.3797479166666667,250000.0
2024-10-27,0.37269375,249000.0
2024-10-28,0.43494375,249000.0
2024-10-29,0.45253541666666663,249000.0
2024-10-30,0.38389999999999996,249000.0
2024-10-31,0.36765416666666667,249000.0
2024-11-01,0.33187083333333334,249000.0
2024-11-02,0.40301875000000004,245000.0
2024-11-03,0.4499666666666667,245000.0
2024-11-04,0.43844999999999995,244000.0
2024-11-05,0.42056458333333335,244000.0
2024-11-06,0.39695,245000.0
2024-11-07,0.37068124999999996,244000.0
2024-11-08,0.3432125,244000.0
2024-11-09,0.3953770833333333,243000.0
2024-11-10,0.4027854166666666,243000.0
2024-11-11,0.3607875,243000.0
2024-11-12,0.40850000000000003,243000.0
2024-11-13,0.44238541666666664,243000.0
2024-11-14,0.47720416666666665,243000.0
2024-11-15,0.41769791666666667,243000.0
2024-11-16,0.37680624999999995,241000.0
2024-11-17,0.381575,240000.0
2024-11-18,0.3622833333333333,241000.0
2024-11-19,0.39041458333333334,240000.0
2024-11-20,0.4859791666666667,242000.0
2024-11-21,0.4837770833333333,240000.0
2024-11-22,0.53268125,241000.0
2024-11-23,0.37568125,228000.0
2024-11-24,0.32711666666666667,228000.0
2024-11-25,0.35061250000000005,228000.0
2024-11-26,0.3837479166666667,228000.0
2024-11-27,0.31574583333333334,228000.0
2024-11-28,0.38076666666666664,229000.0
2024-11-29,0.3930125,228000.0
2024-11-30,0.32451041666666663,228000.0
2024-12-01,0.3598354166666667,228000.0
2024-12-02,0.38445208333333336,228000.0
2024-12-03,0.39038125,228000.0
2024-12-04,0.38603333333333334,228000.0
2024-12-05,0.34789375,228000.0
2024-12-06,0.3448333333333334,229000.0
2024-12-07,0.39860833333333334,232000.0
2024-12-08,0.3874625,231000.0
2024-12-09,0.48766041666666665,232000.0
2024-12-10,0.3930020833333333,232000.0
2024-12-11,0.3623375,232000.0
2024-12-12,0.2962125,232000.0
2024-12-13,0.3827125,232000.0
2024-12-14,0.4307666666666667,238000.0
2024-12-15,0.42587499999999995,238000.0
2024-12-16,0.4243104166666667,238000.0
2024-12-17,0.36589791666666666,238000.0
2024-12-18,0.39838125,238000.0
2024-12-19,0.41796041666666667,238000.0
2024-12-20,0.40605416666666666,238000.0
2024-12-21,0.4173416666666666,240000.0
2024-12-22,0.37374375,240000.0
2024-12-23,0.39762916666666664,240000.0
2024-12-24,0.426975,240000.0
2024-12-25,0.40096458333333335,240000.0
2024-12-26,0.3758708333333333,240000.0
2024-12-27,0.3887395833333333,240000.0
2024-12-28,0.44363125000000003,239000.0
2024-12-29,0.43496875,239000.0
2024-12-30,0.4025375,239000.0
2024-12-31,0.42066458333333334,239000.0
